date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots
2025-02-09,greedy,frozen_paired_same_contract_soc_information,54660.206416058216,54660.206416058216,0.0,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,0.0,0,0,2963.2270878306954,0.0,23530.174035550153,19059.44096879563,10800.0,10800.0,1591.592796957672,10800.0,0.00024290000146720558,2.2737367544323206e-13,0
2025-02-09,mpc,frozen_paired_same_contract_soc_information,58284.43507534393,54660.206416058216,3624.228659285711,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,775.5319428571424,31,13,3606.0297020310263,226.93328333333312,23123.40782611173,18746.878714033723,10800.0,10781.201805685301,1258.2416574038975,10800.0,1.3039636000030441,2.2737367544323206e-13,0
2025-02-10,greedy,frozen_paired_same_contract_soc_information,55464.29518743896,55464.29518743896,0.0,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,0.0,0,0,9312.287896325684,608.481708759546,20180.42789820892,16346.146597549217,10800.0,10800.0,1542.4412116402086,10800.0,0.00028979999478906393,2.2737367544323206e-13,0
2025-02-10,mpc,frozen_paired_same_contract_soc_information,56485.16581317586,55464.29518743896,1020.8706257369054,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,207.10610476190487,15,9,7679.233612449105,1948.9886904761895,23104.433002749804,18770.49829516826,10800.0,10737.880485621205,1504.8683763123686,10800.0,1.0243440000049304,2.2737367544323206e-13,0
2025-02-11,greedy,frozen_paired_same_contract_soc_information,54034.25592924765,54034.25592924765,0.0,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,0.0,0,0,6602.153381746027,243.45769999999993,21788.44990767025,17648.644425212908,10800.0,10800.0,1356.5238276984128,10800.0,0.00025379999715369195,2.2737367544323206e-13,0
2025-02-11,mpc,frozen_paired_same_contract_soc_information,55961.99565356075,54034.25592924765,1927.7397243130956,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,318.4455952380954,20,8,6320.522438572983,658.86422021147,22776.3909068223,18451.915406165288,10800.0,10796.623587067532,1513.2052940917893,10800.0,0.9076734999980545,2.2737367544323206e-13,0
2025-02-12,greedy,frozen_paired_same_contract_soc_information,53691.68372683104,53691.68372683104,0.0,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,0.0,0,0,6046.754229071124,286.6938,21498.45409766974,17413.747819112486,10800.0,10800.0,1521.0174924338596,10800.0,0.0002442999975755811,2.2737367544323206e-13,0
2025-02-12,mpc,frozen_paired_same_contract_soc_information,55669.53610261914,53691.68372683104,1977.8523757880969,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,384.80667380952383,20,11,5709.589677217934,810.6629499999991,22649.877594761027,18367.169240541058,10800.0,10776.924012461526,1360.6887888781007,10800.0,0.8941253999946639,2.2737367544323206e-13,0
2025-02-13,greedy,frozen_paired_same_contract_soc_information,53405.28797412094,53405.28797412094,0.0,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,0.0,0,0,9422.541032593159,732.2808000000005,19290.004356261023,15624.903528571427,10800.0,10800.0,1450.538060317462,10800.0,0.0006627999973716214,2.2737367544323206e-13,0
2025-02-13,mpc,frozen_paired_same_contract_soc_information,55344.34510490784,53405.28797412094,1939.057130786905,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,395.4918047619045,23,15,7444.246987568019,2539.8987485989214,22269.838484619497,18038.56975574178,10800.0,10799.999352000017,1544.518748107235,10800.0,0.9992543000116711,2.2737367544323206e-13,0
2025-02-14,greedy,frozen_paired_same_contract_soc_information,21094.6732169097,21094.6732169097,0.0,39440.317311574545,36480.13164252693,2960.185669047619,1904.574072742143,0.0,0,0,1903.6360482069338,3866.8521549127327,20358.038377832716,16490.0110860445,10800.0,10800.0,1578.9089735449734,10800.0,0.0005365999968489632,1.1368683772161603e-13,0
2025-02-14,mpc,frozen_paired_same_contract_soc_information,23622.193454864362,21094.6732169097,2527.5202379546663,39440.317311574545,36480.13164252693,2960.185669047619,1904.574072742143,581.8333457161741,31,11,2368.361576808593,4031.1737214347604,20171.672073185215,16350.858530804515,10800.0,10786.884276083907,1213.9359259259272,10800.0,1.088471600000048,1.1368683772161603e-13,0
2025-02-15,greedy,frozen_paired_same_contract_soc_information,20797.044105836343,20797.044105836343,0.0,39009.201721925914,36116.33101002115,2892.8707119047613,1924.7724883647222,0.0,0,0,1383.864445884778,4467.996438591662,20406.57756552356,16529.327828074085,10800.0,10800.0,1519.475883597886,10800.0,0.0004337999998824671,1.1368683772161603e-13,0
2025-02-15,mpc,frozen_paired_same_contract_soc_information,24106.02410722756,20797.044105836343,3308.98000139122,39009.201721925914,36116.33101002115,2892.8707119047613,1924.7724883647222,727.3120676422819,33,15,2085.8549616214436,4625.289041324655,20170.462454196757,16425.183767574657,10800.0,10703.212022583028,1279.6396137566142,10800.0,1.0434976999968057,1.1368683772161603e-13,0
2025-02-16,greedy,frozen_paired_same_contract_soc_information,51484.18881753374,51448.755795033736,35.43302249999984,82588.53140361824,79633.27096076109,2955.2604428571426,1862.7539320865872,7.7883333333332985,1,1,2893.612353909471,0.0,22764.885700221646,18439.557417179538,10800.0,10800.0,1426.4742595238117,10800.0,0.0008177000127034262,2.2737367544323206e-13,0
2025-02-16,mpc,frozen_paired_same_contract_soc_information,56882.49499114445,51448.755795033736,5433.739196110716,82588.53140361824,79633.27096076109,2955.2604428571426,1862.7539320865872,1137.2166261904772,43,16,3706.529275917277,434.45564999999937,22221.15811630908,18013.774112417632,10800.0,10783.737735325245,1400.4916804544432,10800.0,0.9908877999987453,2.2737367544323206e-13,0
2025-02-17,greedy,frozen_paired_same_contract_soc_information,50939.238507430644,50939.238507430644,0.0,82044.32370015288,79007.76059062907,3036.5631095238095,1867.1100018572224,0.0,0,0,6177.786804791303,794.4812,20464.17120365746,16575.97867496255,10800.0,10800.0,1380.3209885978856,10800.0,0.00030309999419841915,1.1368683772161603e-13,0
2025-02-17,mpc,frozen_paired_same_contract_soc_information,52689.8926806116,50939.238507430644,1750.6541731809543,82044.32370015288,79007.76059062907,3036.5631095238095,1867.1100018572224,341.34435238095284,22,12,5564.78978449367,1462.2781397145109,22143.141667573916,17968.40470591493,10800.0,10763.933383133271,1450.221013960099,10800.0,0.9937317000003532,2.2737367544323206e-13,0
2025-02-18,greedy,frozen_paired_same_contract_soc_information,50784.03840280216,50772.92245780215,11.115945000000234,81618.85518557957,78620.893414151,2997.961771428571,1865.5898369858733,2.443333333333385,1,1,5229.32416828336,275.2412499999997,21186.027985769528,17160.682668473317,10800.0,10800.0,1534.4548518518523,10800.0,0.0006508999940706417,1.1368683772161603e-13,0
2025-02-18,mpc,frozen_paired_same_contract_soc_information,52633.111598286676,50772.92245780215,1860.1891404845237,81618.85518557957,78620.893414151,2997.961771428571,1865.5898369858733,407.8849499999998,21,13,4722.298504431917,972.9076499999993,22323.534882954307,18083.388685139984,10800.0,10798.527300058899,1218.9762196112795,10800.0,0.9651605999970343,2.2737367544323206e-13,0
2025-02-19,greedy,frozen_paired_same_contract_soc_information,50452.03140896071,50289.99903291905,162.0323760416668,81004.34179618696,78103.91902475839,2900.4227714285707,1846.0541753888897,36.9979166666667,1,1,3636.1203671369817,135.93235000000004,23105.050591491145,18715.090979107823,10800.0,10800.0,1400.6443068783087,10800.0,0.0007662999996682629,1.5276668818842154e-13,0
2025-02-19,mpc,frozen_paired_same_contract_soc_information,54157.006386459514,50289.99903291905,3867.0073535404745,81004.34179618696,78103.91902475839,2900.4227714285707,1846.0541753888897,886.4500928571424,37,19,4811.658778883865,97.66157619047601,22191.151858315687,18089.007707679255,10800.0,10673.13921950717,1277.4234881179636,10800.0,1.0255074000015156,2.2737367544323206e-13,0
2025-02-20,greedy,frozen_paired_same_contract_soc_information,49987.551149914274,49846.34081753332,141.2103323809516,80516.42670686444,77613.79361162634,2902.6330952380945,1863.1133610731354,30.147380952380786,1,1,5059.803174191655,391.814483333333,21588.540510307957,17486.71781334945,10800.0,10800.0,1589.5523964021181,10800.0,0.0002480000111972913,2.2737367544323206e-13,0
2025-02-20,mpc,frozen_paired_same_contract_soc_information,52786.246214465464,49846.34081753332,2939.905396932142,80516.42670686444,77613.79361162634,2902.6330952380945,1863.1133610731354,600.6884404761903,28,14,5188.65165310655,793.6597247741341,22111.622654237974,17969.952618111354,10800.0,10733.846368690456,1403.477889107475,10800.0,0.9786215000058291,2.2737367544323206e-13,0
2025-02-21,greedy,frozen_paired_same_contract_soc_information,20398.434460128665,20398.434460128665,0.0,38423.37102845556,35508.4884213127,2914.8826071428552,1864.9237810269456,0.0,0,0,2219.973242151675,6831.01588974525,20063.78875381736,16251.66889059206,10800.0,10800.0,1755.1744285714283,10800.0,0.00024259999918285757,1.1368683772161603e-13,0
2025-02-21,mpc,frozen_paired_same_contract_soc_information,22054.66714096319,20398.434460128665,1656.2326808345226,38423.37102845556,35508.4884213127,2914.8826071428552,1864.9237810269456,391.0108999999999,28,14,3099.8719786539605,6336.930631876037,20191.01872042238,16373.701435830155,10800.0,10778.915253013307,1646.0664666174548,10800.0,1.021661699996912,1.1368683772161603e-13,0
2025-02-22,greedy,frozen_paired_same_contract_soc_information,20274.400499791944,20274.400499791944,0.0,38231.72919683688,35397.3410206464,2834.388176190474,1855.2141051533745,0.0,0,0,1758.3554341269814,4764.851907323611,20335.573537120832,16471.814565067878,10800.0,10800.0,1604.7993227513225,10800.0,0.0002547999902162701,1.1368683772161603e-13,0
